imgur.com_-1378092088973-1 [0,111.880999989807,223.761999979615,335.642999969422,447.52399995923,895.047999918459,405.706749879755,811.180749791676,1232.41599963512,1653.65124947859,2074.88649932204,3759.82749869585,811.41349975951,1201.1262497399,1622.36149958334,2043.59674942681,2464.83199927026,4149.77299864407,1217.12024963927,1591.07174968812,2012.30699953159,2433.54224937504,2854.77749921848,4539.7184985923,1622.82699951902,1981.01724963635,2402.2524994798,2823.48774932325,3244.72299916671,4929.66399854052,4087.19349885361,2685.80199912564,3164.72299916671]
en.softonic.com_mac-1378092334564-1 [0,572.0047497889,1144.0094995778,1716.0142493667,2288.0189991556,4576.0379983112,703.28525011428,1007.69799994305,1546.37449979782,2103.79574936814,2675.80049915704,4963.81949831264,1406.57050022856,1684.76774997544,2015.3959998861,2554.07249974087,3092.74899959564,5351.60099831408,2109.85575034283,2388.05300008973,2666.2502498366,3023.09399982915,3561.77049968391,5739.38249831551,2813.14100045712,3091.33825020399,3369.53549995088,3647.73274969775,4030.79199977219,6185.49799919127,5108.14499948173,3662.79199977219,3668.79199977219]
pinterest.com_-1378091474401-1 [0,366.692750016226,733.385500032452,1100.07825004868,1466.7710000649,2933.54200012981,550.893499865197,917.586249881422,1284.27899989765,1650.97174991387,2017.6644999301,3484.435499995,1101.78699973039,1468.47974974662,1835.17249976285,2201.86524977907,2568.5579997953,4035.3289998602,1652.68049959559,2019.37324961182,2386.06599962804,2752.75874964427,3119.4514996605,4586.2224997254,2203.57399946079,2570.26674947701,2936.95949949324,3303.65224950947,3670.34499952569,5137.11599959059,4403.73049955814,3670.34499952569,3669.34499952569]
conduit.com_-1378091106078-1 [0,474.994499934837,949.988999869674,1424.98349980451,1899.97799973935,3799.9559994787,512.730500078762,775.382499909028,1250.37699984387,1725.3714997787,2200.36599971354,4100.34399945289,1025.46100015752,1075.77049988322,1550.76499981806,2025.75949975289,2500.75399968773,4400.73199942708,1538.19150023628,1567.76075018571,1851.15299979225,2326.14749972709,2801.14199966192,4701.11999940127,2050.92200031505,2080.49125026446,2151.54099976644,2626.53549970128,3101.52999963611,5001.50799937546,4051.51899950579,3086.52999963611,3093.52999963611]
odnoklassniki.ru_-1378091474401-1 [0,584.112750017085,1168.22550003417,1752.33825005125,2336.45100006834,4672.90200013668,301.742249983363,885.855000000447,1469.96775001753,2054.08050003462,2638.1932500517,4974.64425012004,603.484499966725,1187.59724998381,1771.71000000089,2355.82275001798,2939.93550003506,5276.3865001034,905.226749950089,1489.33949996717,2073.45224998426,2657.56500000134,3241.67775001843,5578.12875008677,1206.96899993345,1791.08174995054,2375.19449996762,2959.30724998471,3543.42000000179,5879.87100007013,4711.64550003596,3303.42000000179,3324.42000000179]
adf.ly_-1378091843296-1 [0,342.844250029882,685.688500059764,1028.53275008965,1371.37700011953,2742.75400023906,490.502499858851,632.175499806178,998.266499838786,1366.96274986024,1735.6589998817,3210.44399996751,981.004999717703,1058.07299970184,1264.35099961235,1627.83674965611,1996.53299967757,3471.31799976339,1471.50749957655,1548.57549956069,1625.64349954482,1896.52649941854,2257.40699947345,3732.19199955927,1962.00999943541,2039.07799941954,2116.14599940367,2204.77699919137,2528.70199922471,3993.06599935514,3255.67349931223,2441.70199922471,2362.70199922471]
searchnu.com_-1378094046019-1 [0,38.1532498868185,76.306499773637,114.459749660455,152.612999547274,305.225999094548,423.19050023798,461.90675010439,500.6229999708,539.339249837212,578.055499703623,732.920499169267,846.381000475957,885.097250342367,923.813500208779,962.52975007519,1001.2459999416,1156.11099940724,1269.57150071394,1308.28775058034,1347.00400044676,1385.72025031317,1424.43650017958,1579.30149964522,1692.76200095192,1731.47825081832,1770.19450068473,1808.91075055115,1847.62700041756,2002.4919998832,1925.05950015039,1096.62700041756,1661.62700041756]
samsung.com_-1378144678220-1 [0,-1,-1,-1,-1,-1,162.430749999999,162.430749999999,162.430749999999,162.430749999999,162.430749999999,162.430749999999,324.861499999997,324.861499999997,324.861499999997,324.861499999997,324.861499999997,324.861499999997,487.292249999996,487.292249999996,487.292249999996,487.292249999996,487.292249999996,487.292249999996,649.722999999994,649.722999999994,649.722999999994,649.722999999994,649.722999999994,649.722999999994,649.722999999994,649.722999999994,497.722999999994]
hardsextube.com_-1378094290644-1 [0,851.347999996504,1702.69599999301,2554.04399998951,3405.39199998601,6810.78399997203,837.510499986821,1616.89249996561,2468.24049996212,3319.58849995862,4170.93649995512,7576.32849994114,1675.02099997364,2382.43699993472,3233.78499993123,4085.13299992772,4936.48099992423,8341.87299991025,2512.53149996046,3147.98149990383,3999.32949990033,4850.67749989684,5702.02549989335,9107.41749987936,3350.04199994728,3913.52599987294,4764.87399986944,5616.22199986594,6467.56999986245,9872.96199984846,8170.26599985546,6033.56999986245,6115.56999986245]
java.com_en_-1378095820914-1 [0,110.430000000632,220.860000001264,331.290000001897,441.720000002529,883.440000005058,156.985250068829,266.69275003951,376.400250010191,486.107749980872,595.815249951553,1034.64524983428,313.970500137659,423.67800010834,533.385500079022,643.093000049701,752.800500020383,1191.63049990311,470.955750206488,580.663250177169,690.370750147851,800.078250118531,909.785750089211,1348.61574997194,627.941000275317,737.648500245999,847.35600021668,957.063500187361,1066.77100015804,1505.60100004077,1286.1860000994,1066.77100015804,977.771000158041]
